name,time,RMSE_train,RMSE_test,MAE_train,MAE_test,NMSE_train,NMSE_test,r2_train,r2_test,expr
results/airfoil,286,2.2836502179317324,2.5002130632109707,1.744154528516201,1.7683542987528995,0.10966768597096174,0.13243191238145366,0.8903323140290382,0.8675680876185463,tanh(x0^-3*x1^-1*x2^2*x3^3*x4^-3) + log(x0^-3*x3^3*x4^-3) + tanh(x0^3*x3^-1*x4^3) + tanh(x0^3*x1^-2*x4^3) + sqrt.abs(x0^-3*x2^-3*x3^3*x4^2) + sqrt.abs(x1^2*x2^-1*x3^-3*x4^3) + sqrt(x0^-3*x1^2*x2*x3^3) + sin(x0^-1*x1^2*x2^2*x3*x4) + sqrt(x0^-3*x4^-2) + log(x0^3*x2^3*x3^-1*x4) + tanh(x0^-3*x2^-2*x3^2*x4^-1)
results/airfoil,315,2.4554479162783305,2.7108342185481313,1.9046252537535155,1.9397279882453282,0.1267888210398832,0.15568419618179324,0.8732111789601168,0.8443158038182068,tanh(x0^-3*x1^-3*x2^-3*x3^3*x4^-2) + tanh(x0^3*x1^-1*x2^3*x4^3) + log(x2^-3*x3*x4) + log(x0^2*x2^-3*x3*x4^2) + sqrt(x0^-3*x2^3*x3^3) + sqrt(x0^-3*x1*x2^3*x3^3*x4^-3) + cos(x0^-2*x2^-1*x4^-1) + tanh(x1^3*x3^-3*x4^-1) + sqrt.abs(x4^3) + sqrt.abs(x0^-1*x2^-2*x3) + sqrt.abs(x0^-2*x4^-1)
results/airfoil,349,2.420248036467212,2.6838909719322186,1.84073228309333,1.84452909930977,0.1231797344126897,0.1526048546225883,0.8768202655873103,0.8473951453774117,tanh(x0^-1*x2^2*x4^-2) + tanh(x0^-3*x2^-3*x3^3*x4^-1) + tan(x1*x4^2) + log(x0^3*x2^3*x3*x4^2) + tanh(x0^3*x1^-2*x4^3) + sqrt(x0^-3*x2^-1*x3^3*x4^-1) + sqrt.abs(x0^-3*x2^-3*x3^3) + tanh(x0^-3*x2^-3*x3^2) + sqrt.abs(x0^-2*x3^2*x4^-2) + sqrt(x0^-2*x4^-1) + log(x0^-2*x3^3*x4^-1)
results/airfoil,276,2.3776557103874434,2.5926705302949715,1.8026765547452506,1.7556193523928776,0.11888236785033787,0.1424076347038301,0.8811176321496621,0.8575923652961699,tanh(x0^-2*x2^-1*x3^2*x4^-1) + id(x0^-2*x3^-1*x4^-2) + sqrt(x3^2*x4^2) + log(x0^3*x2^3*x3^-3*x4^2) + sqrt.abs(x0^-1*x3^-3*x4^-2) + tanh(x3*x4^3) + tanh(x0^-3*x1^2*x4^-2) + log(x0^-3*x2^-1*x3*x4^-1) + id(x2^-2*x3^-2*x4) + sqrt(x0^-1*x1*x2^-1) + tanh(x0^-1*x4^-1)
results/airfoil,11,2.6881548025478046,2.6736581463873614,2.0461397744410568,1.9369617577953253,0.1519595714232137,0.15144340509400714,0.8480404285767863,0.8485565949059929,log(x0^3*x2^3*x4) + cos(x1^3*x4) + tanh(x0^-2*x4^-2) + sin(x0*x1^-2*x2^3*x3*x4^-3) + sqrt.abs(x3^2*x4) + id(x0^-1*x1*x2^-3*x3^-1*x4) + tanh(x0^-3*x1*x2^-3*x3^-2*x4^-3) + log(x0^2*x2^3*x4^3) + sqrt.abs(x0^-2*x2^-3*x4) + sqrt.abs(x4^3) + log(x0^3*x2^-2*x3^-1)
results/airfoil,12,2.8117662652623876,2.8816017779162117,2.1417015737468423,2.0767553060935464,0.16625623549696314,0.17591648446529198,0.8337437645030369,0.824083515534708,sqrt.abs(x0^-2*x2^-2*x3) + sqrt.abs(x0^-2*x1^3*x4^-2) + log(x0^3*x2^-3*x3*x4^2) + tanh(x0^-3*x1^-3*x2^-3*x3^-2*x4^-2) + log(x0^3*x2^3*x3^-1*x4^2) + tan(x0^-3*x1^2*x4^-2) + log(x0*x3*x4^3) + sqrt.abs(x0^-2*x2*x4^-2) + sqrt.abs(x0^-3*x2^-2*x4^-1) + sqrt(x4) + sqrt(x4^-1)
results/airfoil,11,2.588950422197601,2.6972281571636048,1.960561602347413,1.8453477459903354,0.14095061599854442,0.15412531602600657,0.8590493840014556,0.8458746839739935,sqrt.abs(x0^-2*x1*x2^-2*x3^2*x4^3) + sqrt(x0^-3*x3^3) + log(x0^3*x4^3) + sqrt.abs(x0*x2^-3*x3^-3) + cos(x1^3*x4^3) + sqrt.abs(x0^-2*x2^-2*x3^2) + id(x0^-2*x1^3*x2^-3*x4^2) + tanh(x0^-3*x1^3*x4^-2) + tanh(x0^3*x2*x3^-2*x4^2) + log(x2^3*x3^-3*x4^-2) + sqrt.abs(x0^-3*x3*x4^-2)
results/airfoil,10,2.8177513894229325,3.0191482662390032,2.173908538352795,2.1606912840217336,0.16696477466025975,0.1931112134815923,0.8330352253397403,0.8068887865184077,tanh(x0^3*x1^-2*x4^3) + sqrt.abs(x0^-2*x2^2*x4^-2) + tanh(x0^-3*x4^-3) + tanh(x0^2*x1^-2*x4^2) + sqrt.abs(x0^2*x2^3*x3^-1*x4^2) + sqrt.abs(x0^-2*x1^2*x2^-3*x3) + sqrt.abs(x2*x3^2*x4) + sqrt(x2^3*x4) + sqrt(x4^3) + sqrt(x0*x2^2*x3^-1) + sqrt.abs(x0*x2*x4)
results/airfoil,9,2.8317885140133625,2.918616599103663,2.1424049870885202,2.0981952614599155,0.1686324470768686,0.1804648840507083,0.8313675529231314,0.8195351159492917,sqrt(x1^2*x2*x3) + sqrt.abs(x0^-3*x3^2*x4^-2) + sqrt(x0^-1*x2^-3*x3) + tanh(x0^-2*x4^-2) + tan(x1*x2*x4) + id(x0^3*x1^2*x2^3*x3^-3*x4^3) + log(x0^3*x2^3*x3^-3*x4) + tanh(x0^3*x1*x3^-1*x4^2) + sqrt(x0^2*x1^-3*x2^-1) + sqrt(x0^-2*x2^-2*x3*x4) + sqrt.abs(x0*x4)
results/airfoil,9,2.7717937843820204,2.8564998704799156,2.1135061677544544,2.008024213611791,0.16156278971698343,0.17286498307815487,0.8384372102830165,0.8271350169218451,tanh(x0^-2*x1*x2^-2*x3^-3*x4^-3) + log(x0*x2*x3^-3) + log(x0^-2*x2^-2*x3^2*x4^3) + sqrt.abs(x0^-1*x1^2*x4) + log(x0^2*x2^2*x3^3*x4^2) + log(x0^-2*x2^-1*x3^-1*x4^2) + sqrt.abs(x3^-2*x4^-2) + sqrt(x0^-1*x4^-1) + sqrt(x0^-2*x2^-2*x3^2) + cos(x1^2*x2^-3*x3^-1)
results/airfoil,110,2.63036316785412,2.9074296196745064,1.980363937567928,2.0759147341455564,0.1454959617750459,0.17908410122790222,0.8545040382249541,0.8209158987720978,tanh(x0^3*x2*x3^-3*x4^2) + log(x0^-1*x2^-1*x4^3) + sqrt.abs(x0^-3*x2^-2*x4^-3) + sqrt(x0^-2*x1^3*x2^-2*x3^2*x4) + sqrt(x4) + log(x0^3*x2^-1*x4^2) + sqrt(x0^-1*x2^-1) + sqrt(x2^2*x3^-3*x4^-3) + id(x0^-1*x4^-1) + log(x3^-3*x4^-3) + log(x0^-3*x2^-3*x4^-3)
results/airfoil,82,2.5660262538115433,2.8083429794603303,1.956477731139094,2.032868203757283,0.13846553925565305,0.1670855542696488,0.8615344607443469,0.8329144457303512,tanh(x0^-3*x1^-3*x2^-3*x3^3*x4^-2) + sin(x4^3) + sqrt(x0^-3*x1^3*x2^3*x4^-2) + sin(x0^-1*x2^3*x3^-1) + tanh(x0^3*x1^-2*x4^3) + sin(x1^3*x2^-3*x4^-3) + sqrt.abs(x0^-2*x2^-3*x3*x4) + tanh(x0^-2*x4^-2) + log(x2*x3^-1*x4^-1) + log(x0^-1*x4^-1) + sqrt(x0^-2*x4^-1)
results/airfoil,91,2.47430915078508,2.6274407084084643,1.8883872788341214,1.8308092778580427,0.1287441288884336,0.14625289092750923,0.8712558711115664,0.8537471090724909,tanh(x0^3*x1^-1*x2*x4^3) + log(x0^-1*x1*x2) + tan(x0^-3*x4^-2) + exp(x0^-3*x2^-2*x4^-1) + sqrt.abs(x3^-1*x4^-1) + tanh(x0^-2*x4^-2) + id(x4) + log(x0^2*x2^3*x3*x4^3) + log(x2^3*x3^3*x4^3) + log(x0^-1*x3^3*x4^2) + sqrt(x0^-2*x2^-2*x3)
results/airfoil,89,2.6637627439902616,2.9904320188315245,2.034347193096448,2.0566284674431916,0.14921435000657254,0.18945517769188133,0.8507856499934274,0.8105448223081186,tan(x2^(-2)*x4^(-1)) + sqrt(x0^(-3)*x3^(3)*x4^(-3)) + log(x0^(3)*x2*x3^(-2)*x4^(3)) + cos(x0^(-3)*x2^(-3)*x3^(2)) + sqrt.abs(x1^(3)*x2^(-2)*x3^(-2)) + log(x0^(2)*x1^(-3)*x4^(2)) + log(x0^(-3)*x2^(-3)*x3^(2)*x4) + sqrt.abs(x0^(-1)*x1*x2^(-1)) + cos(x0^(-3)*x1*x2^(-3)*x3^(-2)*x4^(-3)) + tanh(x0^(-1)*x4^(-1)) + log(x0^(-2)*x4^(-3))
results/airfoil,90,2.580067141878412,2.7840357937778686,1.9731529963500858,1.9659977885028743,0.13998500793187832,0.1642057042689355,0.8600149920681217,0.8357942957310646,sqrt.abs(x0^(2)*x3^(-3)) + log(x0^(3)*x2^(3)) + tanh(x0^(-2)*x1^(3)*x2^(-3)) + tanh(x0^(3)*x2*x3^(-3)*x4^(2)) + sqrt.abs(x0^(-3)*x2^(-3)*x3^(3)) + sqrt.abs(x0^(-2)*x2^(-2)*x3^(2)) + sqrt.abs(x0^(-1)*x3^(3)) + sin(x0^(-1)*x3) + sqrt(x3^(-1)*x4^(-1)) + sqrt(x1^(2)*x4^(3)) + id(x0^(-1)*x4^(-1))
